Scenario,Year,Model,spGDD,pcp.Feb,pcp.Mar,pcp.Apr
SSP585,2029,IPSLCM6,414.648,56.5343,149.61,42.4995
SSP585,2030,IPSLCM6,340.829,61.2641,53.87,166.702
SSP585,2031,IPSLCM6,411.569,39.0017,46.2803,98.7885
SSP585,2032,IPSLCM6,481.952,63.5541,48.4137,21.8593
SSP585,2033,IPSLCM6,480.271,51.5838,43.8497,19.3254
SSP585,2034,IPSLCM6,366.173,74.601,97.5454,90.958
SSP585,2035,IPSLCM6,487.064,26.1869,70.8642,22.0603
SSP585,2036,IPSLCM6,407.574,1.39758,87.5464,41.3441
SSP585,2037,IPSLCM6,448.715,75.968,107.065,49.1323
SSP585,2038,IPSLCM6,412.734,57.7409,20.4741,118.574
SSP585,2039,IPSLCM6,471.369,18.0946,51.9272,53.0536
SSP585,2040,IPSLCM6,425.523,10.0959,116.68,71.3511
SSP585,2041,IPSLCM6,456.301,19.3533,60.5388,103.072
SSP585,2042,IPSLCM6,457.889,32.027,47.6327,123.689
SSP585,2043,IPSLCM6,449.975,43.2598,74.8102,80.4231
SSP585,2050,IPSLCM6,516.251,63.9219,39.859,59.1458
SSP585,2051,IPSLCM6,392.641,49.7822,30.6705,71.752
SSP585,2052,IPSLCM6,525.757,76.4545,56.4703,21.2512
SSP585,2053,IPSLCM6,510.267,113.897,56.4259,44.1801
SSP585,2054,IPSLCM6,449.198,101.895,54.4388,40.2006
SSP585,2055,IPSLCM6,529.122,47.8259,74.1319,66.1944
SSP585,2056,IPSLCM6,527.826,3.44515,23.5108,39.2238
SSP585,2057,IPSLCM6,499.581,48.7019,80.4685,54.6223
SSP585,2058,IPSLCM6,512.236,58.3971,65.0471,103.067
SSP585,2059,IPSLCM6,507.931,7.27124,63.6487,123.575
SSP585,2060,IPSLCM6,433.44,101.835,49.2767,89.4864
SSP585,2061,IPSLCM6,574.469,7.82519,104.214,74.5406
SSP585,2062,IPSLCM6,584.399,69.8248,5.78084,82.4806
SSP585,2063,IPSLCM6,533.276,16.7668,42.9346,45.0349
SSP585,2064,IPSLCM6,473.731,40.4903,102.72,71.2728
SSP585,2065,IPSLCM6,542.046,29.7766,39.9905,52.8141
SSP585,2066,IPSLCM6,488.643,82.8103,135.19,92.5295
SSP585,2067,IPSLCM6,497.238,201.821,31.7798,64.2253
SSP585,2068,IPSLCM6,525.553,30.0511,45.303,60.9159
SSP585,2069,IPSLCM6,517.957,37.2759,141.351,58.1386
SSP585,2070,IPSLCM6,470.331,79.0838,69.3842,36.5162
SSP585,2080,IPSLCM6,557.438,42.7357,57.5188,73.7744
SSP585,2081,IPSLCM6,526.499,57.277,72.9635,58.6181
SSP585,2082,IPSLCM6,524.474,30.0833,74.5918,41.2512
SSP585,2083,IPSLCM6,635.451,28.8255,38.4771,143.347
SSP585,2084,IPSLCM6,466.4,23.2416,7.25093,101.164
SSP585,2085,IPSLCM6,600.977,27.3976,53.1827,88.952
SSP585,2086,IPSLCM6,589.829,6.55588,82.707,70.143
SSP585,2087,IPSLCM6,564.843,27.7845,51.142,162.879
SSP585,2088,IPSLCM6,534.7,70.913,61.9918,96.9107
SSP585,2089,IPSLCM6,587.704,22.0236,7.58712,141.274
SSP585,2090,IPSLCM6,539.172,23.4197,63.0701,40.5369
SSP585,2091,IPSLCM6,579.616,153.654,49.0535,103.12
SSP585,2092,IPSLCM6,567.138,47.1115,15.9904,39.8378
SSP585,2093,IPSLCM6,623.177,5.0819,26.3897,88.5326
SSP585,2094,IPSLCM6,651.499,16.2899,43.4948,119.52
SSP585,2095,IPSLCM6,619.206,47.3317,58.3686,85.4058
SSP585,2096,IPSLCM6,608.805,67.211,13.4485,81.0235
SSP585,2097,IPSLCM6,621.816,7.56704,40.3353,47.2986
SSP585,2098,IPSLCM6,575.284,71.9973,37.1702,95.4894
SSP585,2099,IPSLCM6,607.974,6.92365,36.8901,19.4012
SSP585,2100,IPSLCM6,630.339,79.6248,95.5221,52.9237
SSP126,2023,CNRMESM,372.641,19.8331,107.915,177.779
SSP126,2024,CNRMESM,322.785,37.5291,133.512,204.954
SSP126,2025,CNRMESM,363.055,81.8795,99.2819,192.874
SSP126,2026,CNRMESM,389.629,77.6527,105.09,124.867
SSP126,2027,CNRMESM,386.609,80.8544,62.7228,95.0143
SSP126,2028,CNRMESM,387.543,41.3845,140.202,98.1267
SSP126,2029,CNRMESM,393.947,37.9838,131.394,145.343
SSP126,2030,CNRMESM,370.359,52.1978,36.7128,153.835
SSP126,2031,CNRMESM,332.36,99.6116,91.0421,252.463
SSP126,2032,CNRMESM,307.201,79.9069,126.662,122.125
SSP126,2033,CNRMESM,418.096,57.6853,68.3545,105.273
SSP126,2034,CNRMESM,331.702,46.1337,62.0584,127.522
SSP126,2035,CNRMESM,381.642,50.7188,51.226,78.2716
SSP126,2036,CNRMESM,364.236,100.09,98.9553,83.7193
SSP126,2037,CNRMESM,414.531,55.6051,79.3363,51.2835
SSP126,2038,CNRMESM,429.462,56.9115,82.2237,117.871
SSP126,2039,CNRMESM,370.964,96.8861,76.204,176.801
SSP126,2040,CNRMESM,322.345,126.937,123.214,75.9854
SSP126,2041,CNRMESM,366.37,88.0424,39.4287,182.289
SSP126,2042,CNRMESM,451.695,20.0776,43.8322,127.778
SSP126,2043,CNRMESM,384.551,99.6673,79.5007,144.053
SSP126,2050,CNRMESM,405.328,79.5903,44.7048,107.319
SSP126,2051,CNRMESM,435.345,54.1977,86.5877,146.98
SSP126,2052,CNRMESM,363.746,83.067,43.1041,175.035
SSP126,2053,CNRMESM,379.632,100.931,38.9926,106.139
SSP126,2054,CNRMESM,379.899,95.6707,84.833,58.756
SSP126,2055,CNRMESM,370.119,69.5178,124.151,180.058
SSP126,2056,CNRMESM,386.815,58.2744,112.388,175.385
SSP126,2057,CNRMESM,358.814,53.1207,133.561,215.273
SSP126,2058,CNRMESM,353.137,74.2228,163.747,103.898
SSP126,2059,CNRMESM,373.757,34.5408,66.0335,227.932
SSP126,2060,CNRMESM,366.095,73.1081,150.684,131.64
SSP126,2061,CNRMESM,347.464,100.333,120.717,94.8329
SSP126,2062,CNRMESM,404.648,46.0263,72.5294,55.5502
SSP126,2063,CNRMESM,437.997,135.456,100.563,79.1246
SSP126,2064,CNRMESM,421.383,100.958,48.3661,87.3883
SSP126,2065,CNRMESM,370.998,26.3807,85.996,152.424
SSP126,2066,CNRMESM,406.215,40.1498,146.427,25.0867
SSP126,2067,CNRMESM,445.9,13.8106,108.578,33.6702
SSP126,2068,CNRMESM,454.874,70.3353,27.3744,44.0513
SSP126,2069,CNRMESM,365.09,96.3836,37.9451,207.09
SSP126,2070,CNRMESM,408.006,27.9686,50.004,110.796
SSP126,2080,CNRMESM,384.714,40.1889,135.575,103.931
SSP126,2081,CNRMESM,368.355,114.646,103.645,92.613
SSP126,2082,CNRMESM,487.644,16.0133,52.2335,62.0578
SSP126,2083,CNRMESM,309.334,38.201,57.0538,148.257
SSP126,2084,CNRMESM,464.214,57.8917,93.0222,94.163
SSP126,2085,CNRMESM,437.281,110.087,92.3927,116.715
SSP126,2086,CNRMESM,380.468,74.3725,35.1291,55.1997
SSP126,2087,CNRMESM,398.241,57.4144,59.1636,105.451
SSP126,2088,CNRMESM,298.637,17.9088,136.436,110.342
SSP126,2089,CNRMESM,420.619,100.187,54.4959,117.408
SSP126,2090,CNRMESM,330.667,84.0367,68.0913,98.9366
SSP126,2091,CNRMESM,373.272,99.1783,69.9749,63.8112
SSP126,2092,CNRMESM,334.367,53.857,83.1687,76.4062
SSP126,2093,CNRMESM,356.396,55.0298,87.0252,112.914
SSP126,2094,CNRMESM,409.075,99.5116,119.377,203.27
SSP126,2095,CNRMESM,338.216,17.619,93.9956,290.282
SSP126,2096,CNRMESM,347.783,88.6081,104.541,215.39
SSP126,2097,CNRMESM,365.564,81.2868,58.0062,183.945
SSP126,2098,CNRMESM,405.635,71.049,34.8152,81.2037
SSP126,2099,CNRMESM,359.109,75.2673,67.834,129.893
SSP126,2100,CNRMESM,347.249,72.2891,97.0697,78.6628
SSP245,2023,CNRMESM,372.479,96.08,118.007,127.922
SSP245,2024,CNRMESM,265.313,135.219,84.8271,104.578
SSP245,2025,CNRMESM,270.817,66.5403,147.642,157.242
SSP245,2026,CNRMESM,370.352,35.879,102.28,117.16
SSP245,2027,CNRMESM,377.266,54.0241,89.5981,98.0929
SSP245,2028,CNRMESM,343.082,86.0551,126.273,225.155
SSP245,2029,CNRMESM,330.75,134.821,107.857,104.059
SSP245,2030,CNRMESM,272.163,105.079,120.53,152.255
SSP245,2031,CNRMESM,336.46,68.6799,78.9961,86.7299
SSP245,2032,CNRMESM,433.143,78.7331,112.594,94.5363
SSP245,2033,CNRMESM,300.665,45.7228,66.6866,93.7417
SSP245,2034,CNRMESM,421.623,96.8698,171.267,86.1206
SSP245,2035,CNRMESM,367.446,36.8624,104.725,86.9252
SSP245,2036,CNRMESM,368.031,21.5251,60.0393,152.283
SSP245,2037,CNRMESM,344.766,46.6563,49.4604,68.7268
SSP245,2038,CNRMESM,363.283,101.698,56.52,147.138
SSP245,2039,CNRMESM,408.999,67.6054,4.4269,177.991
SSP245,2040,CNRMESM,344.432,38.2655,49.1889,48.9291
SSP245,2041,CNRMESM,360.424,93.0173,41.1973,114.052
SSP245,2042,CNRMESM,331.529,76.232,90.8461,121.756
SSP245,2043,CNRMESM,337.582,10.8333,92.5014,75.0831
SSP245,2050,CNRMESM,358.004,64.8726,105.836,113.894
SSP245,2051,CNRMESM,430.378,83.8598,86.7316,152.77
SSP245,2052,CNRMESM,401.141,105.83,89.9778,72.8422
SSP245,2053,CNRMESM,385.585,36.5976,107.21,192.026
SSP245,2054,CNRMESM,364.49,25.609,129.808,58.1127
SSP245,2055,CNRMESM,488.09,17.1928,64.83,98.1461
SSP245,2056,CNRMESM,421.313,32.5908,45.8118,171.868
SSP245,2057,CNRMESM,347.229,64.9255,105.817,68.6188
SSP245,2058,CNRMESM,404.633,27.78,35.1652,122.2
SSP245,2059,CNRMESM,411.759,44.6119,32.5691,270.765
SSP245,2060,CNRMESM,441.316,81.2633,112.522,72.2435
SSP245,2061,CNRMESM,367.979,106.241,81.2995,107.762
SSP245,2062,CNRMESM,307.328,40.6303,109.243,153.46
SSP245,2063,CNRMESM,406.11,68.7332,49.414,79.1951
SSP245,2064,CNRMESM,463.645,48.8885,37.4026,121.058
SSP245,2065,CNRMESM,382.279,77.791,119.731,107.24
SSP245,2066,CNRMESM,369.09,64.4885,58.5507,65.6144
SSP245,2067,CNRMESM,410.377,42.4381,33.6895,168.278
SSP245,2068,CNRMESM,359.199,137.486,92.3649,333.777
SSP245,2069,CNRMESM,401.015,93.3273,52.115,121.169
SSP245,2070,CNRMESM,289.16,21.2615,82.8898,84.82
SSP245,2080,CNRMESM,359.082,106.294,162.487,111.923
SSP245,2081,CNRMESM,471.567,54.1819,43.7586,137.717
SSP245,2082,CNRMESM,463.267,78.1015,40.779,85.3561
SSP245,2083,CNRMESM,431.888,123.373,33.4127,98.3857
SSP245,2084,CNRMESM,418.201,27.4149,75.6182,81.5995
SSP245,2085,CNRMESM,452.014,81.6037,27.362,134.118
SSP245,2086,CNRMESM,354.243,157.319,108.964,123.007
SSP245,2087,CNRMESM,381.526,77.5982,175.553,139.404
SSP245,2088,CNRMESM,417.913,87.0426,30.6758,164.106
SSP245,2089,CNRMESM,434.262,92.1268,90.0292,91.3266
SSP245,2090,CNRMESM,457.565,101.532,32.8117,148.609
SSP245,2091,CNRMESM,518.398,56.6761,71.0653,73.652
SSP245,2092,CNRMESM,420.35,46.1719,116.462,200.5
SSP245,2093,CNRMESM,381.973,50.0909,132.885,54.7083
SSP245,2094,CNRMESM,475.184,22.7654,107.544,102.815
SSP245,2095,CNRMESM,368.083,57.2341,169.269,39.7663
SSP245,2096,CNRMESM,338.427,39.1328,139.146,77.626
SSP245,2097,CNRMESM,467.409,27.1812,92.3533,41.3804
SSP245,2098,CNRMESM,360.329,106.518,90.4383,105.575
SSP245,2099,CNRMESM,336.516,33.5176,112.6,136.872
SSP245,2100,CNRMESM,413.541,55.9697,82.8053,117.247
SSP370,2023,CNRMESM,389.14,60.6036,96.3873,258.457
SSP370,2024,CNRMESM,381.712,57.6723,53.0788,107.144
SSP370,2025,CNRMESM,370.323,33.0996,121.946,214.918
SSP370,2026,CNRMESM,359.028,66.334,174.799,114.76
SSP370,2027,CNRMESM,363.396,13.9163,55.1799,154.3
SSP370,2028,CNRMESM,256.128,56.6937,160.165,155.806
SSP370,2029,CNRMESM,397.67,20.9141,74.6247,96.3429
SSP370,2030,CNRMESM,367.09,70.6381,100.391,107.57
SSP370,2031,CNRMESM,384.228,71.7356,58.9986,122.006
SSP370,2032,CNRMESM,357.781,124.71,84.276,96.0815
SSP370,2033,CNRMESM,465.866,20.0525,28.0226,50.8784
SSP370,2034,CNRMESM,358.963,19.4057,140.211,52.7321
SSP370,2035,CNRMESM,311.762,68.9091,110.581,125
SSP370,2036,CNRMESM,354.271,25.9925,138.435,124.413
SSP370,2037,CNRMESM,408.439,18.4387,64.0326,110.901
SSP370,2038,CNRMESM,390.205,28.3609,102.401,63.9114
SSP370,2039,CNRMESM,347.195,106.578,154.153,55.7311
SSP370,2040,CNRMESM,364.972,74.5992,69.8458,133.042
SSP370,2041,CNRMESM,364.667,72.6917,120.532,157.221
SSP370,2042,CNRMESM,333.254,59.9008,152.249,122.771
SSP370,2043,CNRMESM,354.721,117.994,68.1156,169.129
SSP370,2050,CNRMESM,401.361,137.56,63.92,123.048
SSP370,2051,CNRMESM,425.144,74.0928,73.4043,132.465
SSP370,2052,CNRMESM,441.37,38.7117,91.4822,32.0221
SSP370,2053,CNRMESM,431.983,52.4321,101.408,166.793
SSP370,2054,CNRMESM,438.299,76.9511,72.7465,107.882
SSP370,2055,CNRMESM,381.077,68.1833,46.3612,33.2223
SSP370,2056,CNRMESM,417.777,18.6629,102.557,107.388
SSP370,2057,CNRMESM,465.316,51.2336,72.3745,36.7854
SSP370,2058,CNRMESM,447.133,70.7507,57.6331,106.517
SSP370,2059,CNRMESM,433.005,34.2487,80.9838,111.309
SSP370,2060,CNRMESM,443.045,15.4078,94.6847,70.8021
SSP370,2061,CNRMESM,477.12,21.1868,29.0594,103.963
SSP370,2062,CNRMESM,325.636,129.33,168.845,164.296
SSP370,2063,CNRMESM,388.72,136.124,115.632,88.614
SSP370,2064,CNRMESM,364.934,30.5261,46.8125,160.683
SSP370,2065,CNRMESM,373.674,108.236,124.276,98.1445
SSP370,2066,CNRMESM,434.608,109.98,52.6719,85.0136
SSP370,2067,CNRMESM,337.115,22.1296,80.6416,141.867
SSP370,2068,CNRMESM,477.001,29.1015,34.2606,195.649
SSP370,2069,CNRMESM,348.101,151.733,221.216,90.5941
SSP370,2070,CNRMESM,368.987,29.6043,70.3142,147.984
SSP370,2080,CNRMESM,458.417,82.1893,97.049,113.986
SSP370,2081,CNRMESM,499.547,62.4841,43.9061,57.888
SSP370,2082,CNRMESM,482.134,139.967,35.39,76.7218
SSP370,2083,CNRMESM,472.003,36.9472,40.1777,66.6989
SSP370,2084,CNRMESM,425.684,41.2555,93.5191,180.956
SSP370,2085,CNRMESM,497.065,61.9679,63.7372,92.9362
SSP370,2086,CNRMESM,545.545,38.4856,79.6284,28.4007
SSP370,2087,CNRMESM,508.035,33.5724,101.057,174.093
SSP370,2088,CNRMESM,490.464,95.4781,39.65,148.534
SSP370,2089,CNRMESM,438.978,144.692,143.793,77.4801
SSP370,2090,CNRMESM,413.081,139.079,80.543,82.122
SSP370,2091,CNRMESM,510.065,38.2694,63.5966,84.6685
SSP370,2092,CNRMESM,469.074,84.5942,182.936,98.4086
SSP370,2093,CNRMESM,472.735,111.492,161.853,79.7588
SSP370,2094,CNRMESM,493.251,117.571,120.844,90.5479
SSP370,2095,CNRMESM,521.751,80.8515,83.9393,46.7786
SSP370,2096,CNRMESM,447.443,24.9063,20.7723,77.4825
SSP370,2097,CNRMESM,512.575,44.8213,109.439,59.6403
SSP370,2098,CNRMESM,503.338,18.6688,69.9246,56.1309
SSP370,2099,CNRMESM,456.622,36.9896,48.612,114.992
SSP370,2100,CNRMESM,538.938,87.4152,15.9853,84.4847
SSP585,2023,CNRMESM,274.746,92.1888,133.382,147.34
SSP585,2024,CNRMESM,381.681,86.2144,79.9735,59.775
SSP585,2025,CNRMESM,330.563,76.0391,81.4352,112.342
SSP585,2026,CNRMESM,328.842,56.1536,86.5049,154.529
SSP585,2027,CNRMESM,376.779,29.6057,75.6428,65.6043
SSP585,2028,CNRMESM,407.397,30.0969,74.7581,207.303
SSP585,2029,CNRMESM,356.298,54.5125,74.0496,215.763
SSP585,2030,CNRMESM,344.896,155.91,111.75,131.839
SSP585,2031,CNRMESM,423.811,48.2989,54.6021,96.9311
SSP585,2032,CNRMESM,398.893,40.6752,77.398,101.987
SSP585,2033,CNRMESM,345.593,79.9156,109.485,232.674
SSP585,2034,CNRMESM,359.218,93.4544,97.6691,67.8322
SSP585,2035,CNRMESM,412.639,28.9859,77.0006,277.398
SSP585,2036,CNRMESM,320.016,36.7351,147.936,109.162
SSP585,2037,CNRMESM,423.127,92.3497,50.2914,77.8133
SSP585,2038,CNRMESM,308.133,100.898,77.255,80.8653
SSP585,2039,CNRMESM,417.894,82.5799,67.8557,118.664
SSP585,2040,CNRMESM,407.492,84.8292,100.333,38.2722
SSP585,2041,CNRMESM,409.084,95.6066,163.333,95.5027
SSP585,2042,CNRMESM,370.152,54.9907,121.905,108.042
SSP585,2043,CNRMESM,331.894,68.3363,80.8632,86.2154
SSP585,2050,CNRMESM,402.492,59.7103,140.032,100.309
SSP585,2051,CNRMESM,404.889,46.7234,68.0498,95.3647
SSP585,2052,CNRMESM,431.954,43.6948,62.5397,120.042
SSP585,2053,CNRMESM,416.603,42.8954,101.526,152.035
SSP585,2054,CNRMESM,376.616,125.962,97.0107,96.2824
SSP585,2055,CNRMESM,391.014,44.1759,175.733,58.0059
SSP585,2056,CNRMESM,458.478,28.2699,61.9398,38.9449
SSP585,2057,CNRMESM,376.389,31.7949,51.3818,129.325
SSP585,2058,CNRMESM,373.019,51.306,52.564,179.798
SSP585,2059,CNRMESM,354.759,239.244,98.8833,137.689
SSP585,2060,CNRMESM,527.512,74.1074,40.7936,140.625
SSP585,2061,CNRMESM,479.879,89.5158,31.6067,75.8479
SSP585,2062,CNRMESM,423.994,16.7773,136.279,208.141
SSP585,2063,CNRMESM,405.642,45.6392,42.0733,78.0107
SSP585,2064,CNRMESM,519.91,96.5904,85.4061,54.994
SSP585,2065,CNRMESM,435.006,50.4183,105.755,119.103
SSP585,2066,CNRMESM,401.015,72.4648,85.6115,144.097
SSP585,2067,CNRMESM,439.498,35.7886,72.4379,212.19
SSP585,2068,CNRMESM,417.298,85.8551,92.9214,123.933
SSP585,2069,CNRMESM,395.532,65.663,26.0391,106.799
SSP585,2070,CNRMESM,470.423,80.0049,45.1231,116.215
SSP585,2080,CNRMESM,520.549,22.393,65.6595,57.4187
SSP585,2081,CNRMESM,435.211,52.5585,179.247,54.094
SSP585,2082,CNRMESM,554.067,45.0648,40.8946,50.3153
SSP585,2083,CNRMESM,511.921,79.9745,97.7106,76.914
SSP585,2084,CNRMESM,526.83,41.9364,122.984,46.7626
SSP585,2085,CNRMESM,580.151,53.9093,233.599,153.542
SSP585,2086,CNRMESM,514.017,92.4754,50.9047,82.3068
SSP585,2087,CNRMESM,537.943,56.3708,121.859,299.65
SSP585,2088,CNRMESM,500.058,85.6511,51.5034,63.4742
SSP585,2089,CNRMESM,483.436,73.094,93.1604,114.674
SSP585,2090,CNRMESM,447.704,113.758,40.4276,94.645
SSP585,2091,CNRMESM,492.92,46.8788,14.2963,112.08
SSP585,2092,CNRMESM,477.192,77.5077,154.196,169.011
SSP585,2093,CNRMESM,545.129,27.3183,166.091,205.141
SSP585,2094,CNRMESM,516.366,54.3228,138.387,61.7923
SSP585,2095,CNRMESM,538.754,12.4665,60.406,68.5244
SSP585,2096,CNRMESM,474.955,53.7484,118.706,68.4758
SSP585,2097,CNRMESM,562.891,32.3102,8.76269,117.117
SSP585,2098,CNRMESM,484.191,68.0615,107.886,109.173
SSP585,2099,CNRMESM,519.112,87.5501,30.5183,51.0307
SSP585,2100,CNRMESM,490.03,26.3061,41.3151,156.81
